"EstablishmentID","InspectionID","EstablishmentName","PlaceName","Address","Address2","City","State","Zip","TypeDescription","Latitude","Longitude","InspectionDate","Score","Grade","NameSearch","Intersection"
"54495","1394760","JOHNSON'S 2","","8010 OLD 3RD STREET RD","","LOUISVILLE","KY","40214","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1273000","-85.7960000","2018-07-05 00:00:00","98","A","JOHNSON'S 2",""
"58850","1394808","CINEMARK SPRINGHURST #2","","4400 TOWNE CENTER DR","","LOUISVILLE","KY","40241","FOOD SERVICE","38.3020000","-85.5578000","2018-06-29 00:00:00","100","A","CINEMARK SPRINGHURST #2",""
"104154","1394833","YUM 112 ICE CREAM PORTABLE","","1 ARENA PLAZA","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2557000","-85.7153000","2018-07-06 00:00:00","100","A","YUM 112 ICE CREAM PORTABLE",""
"87085","1394834","YUM 2.038 PAPA JOHNS","","1 ARENA PLAZA","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2557000","-85.7153000","2018-07-06 00:00:00","99","A","YUM 2.038 PAPA JOHNS",""
"104157","1394837","YUM 120 FOOD PORTABLE","","1 ARENA PLAZA","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2557000","-85.7153000","2018-07-06 00:00:00","100","A","YUM 120 FOOD PORTABLE",""
"87103","1394838","YUM 2.072 PAPA JOHNS","","1 ARENA PLAZA","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2557000","-85.7513000","2018-07-06 00:00:00","99","A","YUM 2.072 PAPA JOHNS",""
"104032","1394844","MCDONALD'S #0258","","5600 PRESTON HWY","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1683000","-85.7068000","2018-07-06 00:00:00","100","A","MCDONALD'S #0258",""
"102662","1394845","YOUNG KIDS ACADEMY 2","","6501 SHEPHERDSVILLE RD","","LOUISVILLE","KY","40228","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1546000","-85.6590000","2018-07-06 00:00:00","98","A","YOUNG KIDS ACADEMY 2",""
"77666","1394848","KAREM'S GRILL & PUB","","9424 NORTON COMMONS BLVD","","PROSPECT","KY","40059","FOOD SERVICE","38.3247000","-85.5659000","2018-07-06 00:00:00","100","A","KAREM'S GRILL & PUB",""
"45218","1394860","CIRCLE K #4703225","","7201 FEGENBUSH LN","","LOUISVILLE","KY","40228","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1454000","-85.6273000","2018-07-05 00:00:00","96","A","CIRCLE K #4703225",""
"98435","1394864","BLUEGRASS INDOOR KARTING","","2520 AMPERE DRIVE","","LOUISVILLE","KY","40299","FOOD SERVICE",".0000000",".0000000","2018-07-06 00:00:00","100","A","BLUEGRASS INDOOR KARTING",""
"86179","1394873","JEWISH MEDICAL EAST CAFE","","3920 DUTCHMANS LN","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2327000","-85.6370000","2018-07-06 00:00:00","98","A","JEWISH MEDICAL EAST CAFE",""
"97682","1398339","CHICK-FIL-A","","4925 OUTER LOOP","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1379000","-85.6662000","2018-07-19 00:00:00","94","C","CHICK-FIL-A",""
"87380","1398345","SEVICHE A LATIN RESTAURANT","","1538 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2313000","-85.7074000","2018-07-19 00:00:00","100","A","SEVICHE A LATIN RESTAURANT",""
"100311","1401900","HOLIDAY INN EXPRESS NEWBURG HOSPITALITY","","1921 BISHOP LN","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2021000","-85.4110000","2018-08-01 00:00:00","100","A","HOLIDAY INN EXPRESS NEWBURG HOSPITALITY",""
"99861","1401902","NEW WAVE BURRITOS","","3311 PRESTON HWY","","LOUISVILLE","KY","40213","FOOD SERVICE","38.2006000","-85.7331000","2018-08-01 00:00:00","99","B","NEW WAVE BURRITOS",""
"91381","1401990","ZAXBY'S","","5025 MUD LN","","LOUISVILLE","KY","40229","FOOD SERVICE","38.9110000","-85.6699000","2018-07-27 00:00:00","","","ZAXBY'S",""
"73985","1401993","PENN STATION","","3707 CHAMBERLAIN LN","","LOUISVILLE","KY","40241","FOOD SERVICE","38.3015000","-85.5454000","2018-07-30 00:00:00","","","PENN STATION",""
"105612","1402027","MERCATO ITALIANO","","10640 MEETING ST","","PROSPECT","KY","40059","RETAIL-FOOD  10,000 SQ FT OR LESS","38.3243000","-85.5653000","2018-08-02 00:00:00","99","A","MERCATO ITALIANO",""
"105612","1402028","MERCATO ITALIANO","","10640 MEETING ST","","PROSPECT","KY","40059","RETAIL-FOOD  10,000 SQ FT OR LESS","38.3243000","-85.5653000","2018-08-02 00:00:00","100","","MERCATO ITALIANO",""
"101650","1410751","TIKKA HOUSE","","3930 CHENOWETH SQUARE","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2553000","-85.6539000","2018-09-06 00:00:00","96","A","TIKKA HOUSE",""
"105981","1410754","TACO LUCHADOR","","500 W JEFFERSON ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2540000","-85.7587000","2018-09-06 00:00:00","96","A","TACO LUCHADOR",""
"31807","1412695","ASCENSION OF OUR LORD SCHOOL","","4600 LYNNBROOK DR","","LOUISVILLE","KY","40220","SCHOOL CAFETERIA OR FOOD SERVICE","38.2331000","-85.6165000","2018-09-13 00:00:00","99","A","ASCENSION OF OUR LORD SCHOOL",""
"86561","1412696","MASTERSON'S CATERING","","1231 LEXINGTON RD","","LOUISVILLE","KY","40204","CATERERS","38.2497000","-85.7285000","2018-09-13 00:00:00","93","A","MASTERSON'S CATERING",""
"102586","1412697","BITE","","1231 LEXINGTON RD","","LOUISVILLE","KY","40206","FOOD SERVICE COMMISSARY","38.2500000","-85.7280000","2018-09-13 00:00:00","97","A","BITE",""
"30108","1412698","SPEEDWAY #9515","","2720 TAYLORSVILLE RD","","LOUISVILLE","KY","40205","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2226000","-85.6691000","2018-09-13 00:00:00","96","A","SPEEDWAY #9515",""
"98058","1412708","MORNING POINTE OF LOUISVILLE","","4711 S HURSTBOURNE PKWY","","LOUISVILLE","KY","40291","FOOD SERVICE (HOSPITAL / NURSING HOME","38.1837000","-85.6068000","2018-09-12 00:00:00","100","A","MORNING POINTE OF LOUISVILLE",""
"102040","1412710","L&B SISTERS GROCERY STORE","","4109 BARDSTOWN RD","","LOUISVILLE","KY","40218","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1924000","-85.6464000","2018-09-12 00:00:00","97","","L&B SISTERS GROCERY STORE",""
"55272","1412711","BURGER KING #544","","1820 NEW BLANKENBAKER LN","","LOUISVILLE","KY","40299","FOOD SERVICE","38.2154000","-85.5396000","2018-09-13 00:00:00","97","A","BURGER KING #544",""
"30826","1412713","TIMOTHY'S ANGELS","","1351 CATALPA ST","","LOUISVILLE","KY","40211","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2347000","-85.8015000","2018-09-13 00:00:00","100","A","TIMOTHY'S ANGELS",""
"97664","1412715","SMILING FACES CHILD DEVELOPMENT CENTER","","3719 W BROADWAY","","LOUISVILLE","KY","40211","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2502000","-85.8147000","2018-09-13 00:00:00","99","A","SMILING FACES CHILD DEVELOPMENT CENTER",""
"105897","1412746","LAS CAZUELAS","","4214 BISHOP LN","","LOUISVILLE","KY","40218","FOOD SERVICE","38.2003000","-85.6868000","2018-09-13 00:00:00","95","A","LAS CAZUELAS",""
"34396","1412752","HUNTING CREEK COUNTRY CLUB","","6807 FOXCRAFT RD","","PROSPECT","KY","40059","FOOD SERVICE","38.3448000","-85.6035000","2018-09-13 00:00:00","","","HUNTING CREEK COUNTRY CLUB",""
"84971","1412784","SUBWAY","","1021 DUPONT CIRCLE","","LOUISVILLE","KY","40220","FOOD SERVICE","38.2335000","-85.6352000","2018-09-11 00:00:00","100","A","SUBWAY",""
"31817","1412785","HIGHLAND MIDDLE SCHOOL","","1700 NORRIS PLACE","","LOUISVILLE","KY","40205","SCHOOL CAFETERIA OR FOOD SERVICE","38.2234000","-85.7062000","2018-09-13 00:00:00","99","A","HIGHLAND MIDDLE SCHOOL",""
"70009","1414681","CRACKER BARREL #522","","10150 BROOKRIDGE VILLAGE BLVD","","LOUISVILLE","KY","40291","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1445000","-85.5837000","2018-09-11 00:00:00","","","CRACKER BARREL #522",""
"106099","1414684","TGI FRIDAYS","","415 S 4TH ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2522000","-85.7570000","2018-09-17 00:00:00","100","A","TGI FRIDAYS",""
"86962","1414685","CHUY'S #22","","104 OXMOOR CT","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2483000","-85.6166000","2018-09-12 00:00:00","","","CHUY'S #22",""
"96555","1414690","FEAST BBQ","","909 E MARKET ST","","LOUISVILLE","KY","40206","FOOD SERVICE","38.2530000","-85.7358000","2018-09-12 00:00:00","","","FEAST BBQ",""
"106100","1414698","OKOLONA CHILDCARE","","9015 PRESTON HWY","","LOUISVILLE","KY","40219","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1205000","-85.6775000","2018-09-17 00:00:00","98","A","OKOLONA CHILDCARE",""
"97524","1414707","MCDONALD'S","","2500 DIXIE HWY","","LOUISVILLE","KY","40216","FOOD SERVICE","38.2145000","-85.7966000","2018-09-14 00:00:00","","","MCDONALD'S",""
"34736","1414708","HIKES POINT BAR & LOUNGE","","3937 TAYLORSVILLE RD","","LOUISVILLE","KY","40220","FOOD SERVICE","38.2206000","-85.6274000","2018-09-20 00:00:00","100","A","HIKES POINT BAR & LOUNGE",""
"74391","1414709","SUBWAY #12335","","3939 TAYLORSVILLE RD","","LOUISVILLE","KY","40220","FOOD SERVICE","38.2206000","-85.6273000","2018-09-20 00:00:00","100","A","SUBWAY #12335",""
"53131","1414711","PAPA JOHN'S #17","","3948 TAYLORSVILLE RD","","LOUISVILLE","KY","40220","FOOD SERVICE","38.2193000","-85.6273000","2018-09-20 00:00:00","96","A","PAPA JOHN'S #17",""
"97524","1414720","MCDONALD'S","","2500 DIXIE HWY","","LOUISVILLE","KY","40216","FOOD SERVICE","38.2145000","-85.7966000","2018-09-17 00:00:00","","","MCDONALD'S",""
"30043","1414725","F&Y SUPERMARKET","","3801 W MARKET ST","","LOUISVILLE","KY","40212","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2621000","-85.8123000","2018-09-18 00:00:00","","","F&Y SUPERMARKET",""
"71713","1414729","PAPA MURPHY'S","","5016 MUD LN","","LOUISVILLE","KY","40229","FOOD SERVICE","38.9160000","-85.6699000","2018-09-19 00:00:00","","","PAPA MURPHY'S",""
"105749","1414763","FAIRDALE VALERO","","1101 FAIRDALE RD","","FAIRDALE","KY","40118","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1130000","-85.7474000","2018-09-20 00:00:00","71","C","FAIRDALE VALERO",""
"105749","1414764","FAIRDALE VALERO","","1101 FAIRDALE RD","","FAIRDALE","KY","40118","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1130000","-85.7474000","2018-09-20 00:00:00","90","","FAIRDALE VALERO",""
"36387","1416599","ALL-WOOL-YARD-WIDE DEMOCRATIC CLUB","","1328 HICKORY ST","","LOUISVILLE","KY","40217","FOOD SERVICE","38.2258000","-85.7361000","2018-09-27 00:00:00","100","A","ALL-WOOL-YARD-WIDE DEMOCRATIC CLUB",""
"33814","1416642","UNIVERSITY DINING HALL","","2001 NEWBURG RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2176000","-85.7077000","2018-09-20 00:00:00","94","A","UNIVERSITY DINING HALL",""
"101596","1416647","CARAVAN","","1250 BARDSTOWN RD","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2400000","-85.7243000","2018-09-20 00:00:00","100","A","CARAVAN",""
"66615","1416650","WOW WINGERY","","2001 NEWBURG RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2176000","-85.7077000","2018-09-21 00:00:00","98","A","WOW WINGERY",""
"96481","1416652","RED LOBSTER #894","","986 BRECKENRIDGE LN","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2324000","-85.6398000","2018-09-21 00:00:00","97","A","RED LOBSTER #894",""
"100266","1416653","FIRST WATCH - THE DAYTIME CAFE","","960 BRECKENRIDGE LN","","LOUISVILLE","KY","40207","FOOD SERVICE","38.2450000","-85.6490000","2018-09-25 00:00:00","96","A","FIRST WATCH - THE DAYTIME CAFE",""
"98996","1416656","MANGOS MEXICAN GRILL & CANTINA","","6201 DUTCHMANS LN","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2302000","-85.6390000","2018-09-26 00:00:00","99","A","MANGOS MEXICAN GRILL & CANTINA",""
"95805","1416657","CHIPOTLE","","1075 BARDSTOWN RD","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2390000","-85.7213000","2018-09-26 00:00:00","100","A","CHIPOTLE",""
"104318","1416660","RAWNAISSANCE DESSERTS","","1759 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2288000","-85.7016000","2018-09-27 00:00:00","100","A","RAWNAISSANCE DESSERTS",""
"99024","1416662","SAPPORO","","1706 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2298000","-85.7036000","2018-09-27 00:00:00","93","A","SAPPORO",""
"33917","1416666","ARBY'S #1400","","4948 US HWY 42","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2851000","-85.6312000","2018-09-19 00:00:00","","","ARBY'S #1400",""
"32743","1418453","JOHNSONTOWN ELEMENTARY SCHOOL","","7201 JOHNSONTOWN RD","","LOUISVILLE","KY","40272","SCHOOL CAFETERIA OR FOOD SERVICE","38.1172000","-85.8932000","2018-10-04 00:00:00","100","A","JOHNSONTOWN ELEMENTARY SCHOOL",""
"101138","1418458","FAT LAMB","","2011 GRINSTEAD DR","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2389000","-85.7208000","2018-10-04 00:00:00","100","A","FAT LAMB",""
"105893","1418475","KY PORK PRODUCERS WW2","","937 PHILLIPS LN","","LOUISVILLE","KY","40209","FOOD SERVICE","38.1991000","-85.7415000","2018-08-06 00:00:00","","","KY PORK PRODUCERS WW2",""
"105892","1418512","KY PORK PRODUCERS FH4","","937 PHILLIPS LN","","LOUISVILLE","KY","40209","FOOD SERVICE","38.1991000","-85.7415000","2018-08-06 00:00:00","","","KY PORK PRODUCERS FH4",""
"86684","1418537","CARDS CLUB FS1","","2800 S FLOYD ST","","LOUISVILLE","KY","40209","FOOD SERVICE","38.2058000","-85.7591000","2018-10-04 00:00:00","99","A","CARDS CLUB FS1",""
"106243","1420586","REY MAR","","7309 ST. ANDREWS CHURCH RD","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1546000","-85.8024000","2018-10-09 00:00:00","98","","REY MAR",""
"63961","1420600","HEINE BROTHERS COFFEE","","2200 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2243000","-85.6938000","2018-10-02 00:00:00","","","HEINE BROTHERS COFFEE",""
"81481","1420604","HARDEE'S","","3459 TAYLOR BLVD","","LOUISVILLE","KY","40215","FOOD SERVICE","38.1972000","-85.7828000","2018-10-02 00:00:00","","","HARDEE'S",""
"88054","1421576","DAIRY QUEEN","","5608 OUTER LOOP","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1384000","-85.6568000","2018-10-15 00:00:00","85","C","DAIRY QUEEN",""
"96912","1421580","SENOR IGUANAS","","5637 OUTER LOOP","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1385000","-85.6563000","2018-10-15 00:00:00","94","A","SENOR IGUANAS",""
"33443","1421685","SUBWAY","","725 W MAIN ST","","LOUISVILLE","KY","40202","FOOD SERVICE","38.2576000","-85.7624000","2018-10-16 00:00:00","100","A","SUBWAY",""
"63469","1421687","JCPS NUTRITION SERVICE CENTER","","360 FARMINGTON AVE","","LOUISVILLE","KY","40209","SCHOOL CAFETERIA OR FOOD SERVICE","38.1201500","-85.4516400","2018-10-16 00:00:00","100","A","JCPS NUTRITION SERVICE CENTER",""
"58857","1421690","ANNIE'S CAFE","","308 W WOODLAWN AVE","","LOUISVILLE","KY","40215","FOOD SERVICE","38.1814000","-85.7670000","2018-10-16 00:00:00","98","A","ANNIE'S CAFE",""
"33729","1421691","CIRCLE K #4703234","","4347 S 3RD ST","","LOUISVILLE","KY","40214","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1920000","-85.7645000","2018-10-16 00:00:00","96","A","CIRCLE K #4703234",""
"96109","1421693","LYNN STADIUM","","2525 S FLOYD ST","","LOUISVILLE","KY","40209","FOOD SERVICE","38.2089000","-85.7561000","2018-10-16 00:00:00","98","A","LYNN STADIUM",""
"67329","1421694","FRANCISCAN COMMUNITIES HEALTHCARE CTR","","3625 FERN VALLEY RD","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1608000","-85.6938000","2018-10-16 00:00:00","74","C","FRANCISCAN COMMUNITIES HEALTHCARE CTR",""
"93907","1421706","SPEEDWAY","","8015 SHELBYVILLE RD","","LOUISVILLE","KY","40222","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2491000","-85.6048000","2018-10-16 00:00:00","100","A","SPEEDWAY",""
"99222","1421714","PROVIDENCE CHILD CARE & PRESCHOOL","","11850 COMMONWEALTH DR","","LOUISVILLE","KY","40299","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2142000","-85.5361000","2018-10-16 00:00:00","100","A","PROVIDENCE CHILD CARE & PRESCHOOL",""
"92327","1395344","O'LINE SPORTS GRILL","","2813 N HURSTBOURNE PKWY","","LOUISVILLE","KY","40223","FOOD SERVICE","38.2869000","-85.5706000","2018-07-09 00:00:00","92","A","O'LINE SPORTS GRILL",""
"86762","1395437","CARDS CLUB FS4","","2800 S FLOYD ST","","LOUISVILLE","KY","40209","FOOD SERVICE","38.2042000","-85.7569000","2018-06-30 00:00:00","97","A","CARDS CLUB FS4",""
"60984","1395541","CARDS CLUB EHRLER'S #3","","2800 S FLOYD ST","","LOUISVILLE","KY","40209","FOOD SERVICE","38.2058000","-85.7591000","2018-06-30 00:00:00","100","A","CARDS CLUB EHRLER'S #3",""
"96669","1399163","MAPCO MART","","6514 PRESTON HWY","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1574000","-85.6972000","2018-07-24 00:00:00","98","A","MAPCO MART",""
"96669","1399164","MAPCO MART","","6514 PRESTON HWY","","LOUISVILLE","KY","40213","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1574000","-85.6972000","2018-07-24 00:00:00","100","","MAPCO MART",""
"58714","1399166","SPEEDWAY #9373","","9500 BROWNSBORO RD","","LOUISVILLE","KY","40241","RETAIL-FOOD  10,000 SQ FT OR LESS","38.3071000","-85.5746000","2018-07-24 00:00:00","97","A","SPEEDWAY #9373",""
"58714","1399167","SPEEDWAY #9373","","9500 BROWNSBORO RD","","LOUISVILLE","KY","40241","RETAIL-FOOD  10,000 SQ FT OR LESS","38.3071000","-85.5746000","2018-07-24 00:00:00","100","","SPEEDWAY #9373",""
"103327","1399169","SATNAM LLC","","11401 WESTPORT RD","","LOUISVILLE","KY","40241","RETAIL-FOOD  10,000 SQ FT OR LESS","38.3007000","-85.5385000","2018-07-24 00:00:00","99","","SATNAM LLC",""
"88037","1399170","DAIRY QUEEN","","4811 NORTON HEALTHCARE BLVD","","LOUISVILLE","KY","40241","FOOD SERVICE","38.3121000","-85.5706000","2018-07-24 00:00:00","98","A","DAIRY QUEEN",""
"95619","1399208","MAPCO MART","","10642 DIXIE HWY","","LOUISVILLE","KY","40272","RETAIL-FOOD  10,000 SQ FT OR LESS","38.9950000","-85.8722000","2018-07-23 00:00:00","98","","MAPCO MART",""
"93222","1399211","HAVANA RUMBA EXPRESS","","2210 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.1350000","-85.4135000","2018-07-20 00:00:00","95","A","HAVANA RUMBA EXPRESS",""
"105624","1399233","18TH STREET DELI & GROCERY","","1801 W BROADWAY","","LOUISVILLE","KY","40203","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2492000","-85.7817000","2018-07-23 00:00:00","100","","18TH STREET DELI & GROCERY",""
"100014","1403054","OLD LOUISVILLE TAVERN","","1532 S 4TH ST","","LOUISVILLE","KY","40208","FOOD SERVICE","38.2248000","-85.7625000","2018-08-06 00:00:00","95","A","OLD LOUISVILLE TAVERN",""
"92315","1403097","RAISING CANE'S","","10490 WESTPORT RD","","LOUISVILLE","KY","40241","FOOD SERVICE","38.2933000","-85.5584000","2018-08-07 00:00:00","97","A","RAISING CANE'S",""
"100057","1403239","YANG KEE NOODLE","","1004 BARDSTOWN RD","","LOUISVILLE","KY","40204","FOOD SERVICE","38.2396000","-85.7235000","2018-08-03 00:00:00","77","C","YANG KEE NOODLE",""
"34271","1403297","SPEEDWAY #9554","","9416 SHELBYVILLE RD","","LOUISVILLE","KY","40222","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2459000","-85.5763000","2018-08-08 00:00:00","100","A","SPEEDWAY #9554",""
"75567","1403301","KING PIN LANES","","9525 TAYLORSVILLE RD","","LOUISVILLE","KY","40299","FOOD SERVICE","38.2070000","-85.5796000","2018-08-08 00:00:00","99","A","KING PIN LANES",""
"92905","1394950","KIDDIE COLLEGE OF LOUISVILLE","","3201 W BROADWAY","","LOUISVILLE","KY","40211","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2501000","-85.8060000","2018-07-06 00:00:00","98","A","KIDDIE COLLEGE OF LOUISVILLE",""
"89726","1395027","MARTINI ITALIAN BISTRO","","4021 SUMMIT PLAZA DR","","LOUISVILLE","KY","40241","FOOD SERVICE","38.3064000","-85.5768000","2018-07-03 00:00:00","","","MARTINI ITALIAN BISTRO",""
"92582","1395100","REGENCY CENTER","","1550 RAYDALE DR","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1223000","-85.6720000","2018-07-02 00:00:00","","","REGENCY CENTER",""
"96331","1398706","DAYS INN","","9340 BLAIRWOOD RD","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2257000","-85.5821000","2018-07-23 00:00:00","98","A","DAYS INN",""
"98566","1402124","GREAT FLOOD BREWING COMPANY","","2120 BARDSTOWN RD","","LOUISVILLE","KY","40205","FOOD SERVICE","38.2247000","-85.6946000","2018-08-01 00:00:00","100","A","GREAT FLOOD BREWING COMPANY",""
"104432","1402174","YUMMY YUMMY CHICKEN & FISH","","317 W OAK ST","","LOUISVILLE","KY","40203","FOOD SERVICE","38.2351000","-85.7597000","2018-07-27 00:00:00","","","YUMMY YUMMY CHICKEN & FISH",""
"104432","1402175","YUMMY YUMMY CHICKEN & FISH","","317 W OAK ST","","LOUISVILLE","KY","40203","FOOD SERVICE","38.2351000","-85.7597000","2018-07-30 00:00:00","","","YUMMY YUMMY CHICKEN & FISH",""
"34237","1405729","SPEEDWAY #9653","","1422 POPLAR LEVEL RD","","LOUISVILLE","KY","40217","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2194000","-85.7291000","2018-08-13 00:00:00","","","SPEEDWAY #9653",""
"101666","1405772","PITA HUT SW3","","937 PHILLIPS LN","","LOUISVILLE","KY","40209","FOOD SERVICE","38.1951000","-85.7383000","2018-08-14 00:00:00","","","PITA HUT SW3",""
"105596","1405798","SEAFOOD LADY","","3201 FERN VALLEY RD","","LOUISVILLE","KY","40213","FOOD SERVICE","38.1574000","-85.7059000","2018-08-15 00:00:00","98","A","SEAFOOD LADY",""
"62983","1405825","JTOWN PRESCHOOL","","3922 RUCKRIEGEL PKWY","","LOUISVILLE","KY","40299","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.1906000","-85.5681000","2018-08-15 00:00:00","100","A","JTOWN PRESCHOOL",""
"98839","1405827","CIRCLE K #4703363","","12415 TAYLORSVILLE RD","","LOUISVILLE","KY","40299","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1876000","-87.5243000","2018-08-15 00:00:00","95","A","CIRCLE K #4703363",""
"105648","1405832","PREP MEALS 502","","1929 BLANKENBAKER PKWY","","LOUISVILLE","KY","40299","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2138000","-85.5383000","2018-08-17 00:00:00","100","A","PREP MEALS 502",""
"105648","1405833","PREP MEALS 502","","1929 BLANKENBAKER PKWY","","LOUISVILLE","KY","40299","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2138000","-85.5383000","2018-08-17 00:00:00","100","","PREP MEALS 502",""
"55272","1405885","BURGER KING #544","","1820 NEW BLANKENBAKER LN","","LOUISVILLE","KY","40299","FOOD SERVICE","38.2154000","-85.5396000","2018-08-13 00:00:00","","","BURGER KING #544",""
"89386","1410986","SPEEDWAY #9669","","1830 BLANKENBAKER PKWY","","LOUISVILLE","KY","40299","RETAIL-FOOD  10,000 SQ FT OR LESS","38.2149000","-85.5392000","2018-09-06 00:00:00","98","","SPEEDWAY #9669",""
"78135","1410987","SUBWAY","","1830 BLANKENBAKER LN","","LOUISVILLE","KY","40299","FOOD SERVICE","38.2150000","-85.5396000","2018-09-06 00:00:00","98","A","SUBWAY",""
"100983","1410992","YOUNG KIDS ACADEMY","","9811 MERIONETH DR","","LOUISVILLE","KY","40299","FOOD SERVICE (DAY CARE / CHILD CARE CENTER","38.2046000","-85.5762000","2018-09-06 00:00:00","99","A","YOUNG KIDS ACADEMY",""
"102175","1412809","DOUBLE DUECE","","2529 W BROADWAY","","LOUISVILLE","KY","40211","FOOD SERVICE","38.2499000","-85.7945000","2018-09-13 00:00:00","92","A","DOUBLE DUECE",""
"82956","1412867","MANSLICK MARKET","","3700 MANSLICK RD","","LOUISVILLE","KY","40215","PRE-PACKAGED RETAIL","38.1917000","-85.8008000","2018-08-14 00:00:00","","","MANSLICK MARKET",""
"82956","1412868","MANSLICK MARKET","","3700 MANSLICK RD","","LOUISVILLE","KY","40215","PRE-PACKAGED RETAIL","38.1917000","-85.8008000","2018-08-20 00:00:00","","","MANSLICK MARKET",""
"89242","1412870","BELLA AIROSA","","8106 PRESTON HWY","","LOUISVILLE","KY","40219","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1343000","-85.6846000","2018-08-10 00:00:00","","","BELLA AIROSA",""
"89242","1412875","BELLA AIROSA","","8106 PRESTON HWY","","LOUISVILLE","KY","40219","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1343000","-85.6846000","2018-08-20 00:00:00","","","BELLA AIROSA",""
"89242","1412876","BELLA AIROSA","","8106 PRESTON HWY","","LOUISVILLE","KY","40219","RETAIL-FOOD  10,000 SQ FT OR LESS","38.1343000","-85.6846000","2018-08-22 00:00:00","","","BELLA AIROSA",""
"31820","1412881","SACRED HEART ACADEMY","","3175 LEXINGTON RD","","LOUISVILLE","KY","40206","SCHOOL CAFETERIA OR FOOD SERVICE","38.2505000","-85.6739000","2018-09-14 00:00:00","98","A","SACRED HEART ACADEMY",""
"99729","1412883","HORTON CONCESSION STAND","","3175 LEXINGTON RD","","LOUISVILLE","KY","40206","STATIONARY RESTRICTED CONCESSON","38.2505000","-85.6739000","2018-09-14 00:00:00","100","","HORTON CONCESSION STAND",""
"96041","1412892","HOOTERS","","7701 PRESTON HWY","","LOUISVILLE","KY","40219","FOOD SERVICE","38.1405000","-85.6870000","2018-08-22 00:00:00","","","HOOTERS",""
"67437","1412896","FAZOLI'S","","9433 VIKING CENTER DR","","LOUISVILLE","KY","40222","FOOD SERVICE","38.2432000","-85.5776000","2018-08-30 00:00:00","","","FAZOLI'S",""
